x,y,Distance
44.725,58.366,55.219
99.900,124.999,36.374
141.075,64.883,56.935
4.990,60.316,90.027
184.604,141.951,107.944
75.281,121.652,34.896
164.838,98.739,75.365
75.764,77.344,19.037
95.027,119.481,29.906
20.711,35.051,88.420
175.831,77.239,86.793
84.949,59.286,31.127
16.230,143.284,90.984
123.532,143.539,63.179
-2.752,124.175,98.829
38.442,4.751,99.621
95.190,78.634,12.506
-3.031,103.977,94.056
121.122,55.128,46.756
64.995,20.218,74.124
179.904,84.999,90.061
15.172,181.300,118.031
183.010,36.007,107.563
-2.943,155.958,113.951
104.997,139.831,52.040
75.383,158.080,69.624
43.042,143.968,71.522
4.534,137.893,97.952
21.838,164.650,101.072
124.366,82.436,35.208
76.019,56.974,35.859
117.917,24.545,71.170
142.927,64.054,58.962
60.732,35.054,62.250
143.745,83.312,54.179
23.469,96.399,66.820
96.647,163.710,74.006
75.122,178.901,90.130
41.134,15.130,89.399
39.098,115.082,56.728
-4.777,138.523,106.458
1.229,15.153,116.102
23.763,143.292,84.997
184.910,120.946,99.844
121.998,115.417,40.876
77.152,95.891,14.116
-4.206,82.703,94.471
15.546,77.728,75.441
163.985,123.020,81.034
75.000,-0.041,91.283
38.117,104.632,53.888
124.709,101.680,36.638
141.862,84.640,52.157
183.258,156.207,114.383
116.539,116.391,37.438
115.805,117.280,37.561
62.096,4.539,89.899
40.512,-4.974,107.088
-4.460,97.741,94.758
43.908,-3.119,103.897
138.396,35.264,73.078
124.538,122.099,47.162
183.081,76.062,94.138
39.593,135.017,67.566
176.475,36.454,101.728
103.727,163.333,74.606
21.998,115.417,72.578
57.807,115.507,41.057
17.297,95.794,72.915
84.266,22.608,67.638
163.724,116.664,78.414
104.947,160.728,72.290
35.115,141.064,74.950
182.107,55.466,98.387
15.149,118.788,80.178
-2.372,155.599,113.278
136.726,183.779,104.780
175.355,61.849,89.896
2.495,164.333,114.799
158.418,155.257,94.560
83.514,16.443,73.845
15.094,119.038,80.319
178.591,24.797,110.016
161.787,75.330,73.289
16.899,36.077,90.824
98.581,124.794,35.838
97.969,64.569,26.660
4.981,159.560,109.833
1.410,175.203,122.898
115.103,138.990,55.052
79.812,84.996,11.335
102.140,164.519,75.500
36.386,116.544,59.807
179.349,104.957,90.610
100.368,44.986,46.200
81.733,175.310,85.704
103.316,176.258,87.279
44.973,119.485,53.804
135.906,137.129,65.802
84.908,140.953,51.201
44.992,60.289,53.917
35.010,20.321,88.756
155.845,162.781,98.156
40.485,184.976,107.097
23.710,96.648,66.604
0.440,95.019,89.682
35.562,22.304,86.861
116.990,-3.993,97.800
1.714,84.697,88.427
144.987,99.646,55.845
17.681,155.570,97.603
124.949,39.286,61.603
4.197,122.718,91.811
57.616,175.605,91.516
-4.942,20.756,117.498
81.216,15.150,75.365
156.052,143.068,84.741
25.000,179.992,110.997
175.272,138.373,98.051
156.513,183.584,114.820
16.919,3.938,112.896
41.216,144.850,73.390
15.471,137.881,88.567
84.292,57.436,33.061
-0.024,45.000,100.630
155.215,1.449,109.987
184.318,182.520,132.131
21.938,55.391,76.341
-0.481,84.977,90.602
23.852,43.188,81.024
41.030,135.107,66.563
119.460,164.971,80.554
158.410,155.260,94.555
2.132,164.523,115.199
155.731,-2.603,113.574
-3.383,96.318,93.578
42.294,55.557,58.828
75.266,61.610,31.981
64.760,141.531,57.369
118.619,44.805,53.507
61.430,144.791,61.781
55.924,17.105,80.463
124.419,182.339,98.548
155.114,178.936,110.233
184.997,19.821,118.125
4.795,61.418,89.855
15.004,19.800,102.714
101.822,24.656,66.411
162.773,135.839,86.020
3.090,56.069,93.283
42.834,75.881,49.218
-4.947,60.723,99.342
163.496,96.425,73.794
64.989,119.661,38.784
41.037,55.109,60.110
95.485,97.852,9.586
124.627,161.895,79.803
40.813,4.933,98.257
15.296,38.305,90.833
55.792,82.701,34.961
99.374,4.961,85.560
62.162,124.508,44.323
84.694,81.722,9.826
135.133,98.853,46.011
42.146,24.516,81.098
162.835,95.882,73.090
58.360,124.723,46.962
16.013,116.983,78.736
0.587,44.965,100.099
75.032,-0.564,91.793
116.844,63.878,37.472
136.341,23.407,81.143
55.000,179.951,96.510
184.828,81.299,95.245
4.990,99.688,85.541
155.705,37.440,84.158
140.704,124.950,61.595
83.749,176.691,86.911
179.618,164.985,116.863
164.280,142.585,91.022
143.465,163.605,90.981
80.070,125.000,36.372
182.162,124.509,98.426
-2.779,4.157,126.389
62.439,184.365,98.299
175.010,59.683,90.273
118.804,84.855,29.279
144.713,41.669,73.019
184.951,180.699,131.319
115.172,178.699,92.203
79.488,175.026,85.668
75.269,138.382,50.566
135.392,178.060,99.076
162.013,15.423,103.686
2.151,164.514,115.178
137.997,75.419,50.181
160.577,155.033,95.982
41.166,35.138,73.439
176.373,136.559,98.136
35.659,82.481,54.841
-2.657,155.764,113.606
98.321,104.710,16.906
24.262,17.385,97.942
39.963,65.000,55.920
81.803,124.664,35.612
161.382,55.195,79.433
80.031,115.000,26.904
80.741,184.945,95.390
-1.487,144.774,106.612
164.574,-2.018,118.458
119.293,55.050,45.617
135.108,1.032,99.762
164.079,82.892,74.438
96.893,116.083,26.979
24.356,17.545,97.760
178.714,164.832,116.071
64.028,142.963,58.977
44.641,121.860,55.412
64.498,37.815,58.078
3.352,16.290,113.748
120.484,4.977,90.333
122.600,164.271,81.114
35.526,157.768,86.933
179.453,75.030,90.716
181.471,24.779,112.359
43.364,76.301,48.590
135.550,97.720,46.217
42.817,95.869,47.528
140.418,-4.982,107.546
64.274,142.595,58.539
16.295,156.642,99.350
158.628,124.808,76.965
175.183,21.342,109.425
75.086,19.077,72.474
142.396,164.389,90.996
157.948,115.440,72.571
157.835,64.507,72.485
164.791,101.432,75.677
-4.161,97.228,94.420
78.657,184.816,95.486
183.274,163.779,118.938
64.062,97.084,26.869
55.042,80.650,36.170
60.630,4.960,89.966
15.260,58.408,81.127
184.748,141.568,107.886
19.077,135.086,84.023
184.841,58.750,99.876
76.715,103.770,19.118
15.002,59.853,80.815
21.295,44.830,82.211
64.103,117.142,37.499
63.829,63.216,37.438
35.000,59.992,62.639
175.361,18.133,111.602
124.894,1.023,95.585
103.535,156.464,67.828
119.341,84.956,29.790
104.915,100.915,18.495
96.016,-3.021,93.220
75.138,41.165,51.045
23.661,183.405,114.552
135.332,181.792,102.380
75.270,181.620,92.790
64.983,79.582,27.084
59.679,4.990,90.253
155.329,61.783,71.180
104.844,1.240,89.999
61.409,4.797,89.870
-0.827,55.069,97.297
2.782,175.845,122.362
139.251,35.056,73.802
-2.083,75.455,93.208
58.864,24.869,72.186
44.504,157.828,81.660
175.012,160.350,110.358
20.053,25.000,95.475
44.441,2.298,98.825
-4.434,142.311,107.937
177.789,184.484,128.983
35.219,121.464,63.156
175.578,2.334,122.527
143.595,76.525,55.282
23.208,76.165,68.192
42.088,115.457,54.237
35.001,0.119,105.367
35.558,137.705,72.369
75.024,19.510,72.064
97.297,44.207,46.378
177.525,104.345,88.710
157.124,135.910,81.335
84.262,22.615,67.631
43.856,156.817,81.189
155.187,61.356,71.221
35.066,79.191,55.970
102.727,175.809,86.747
159.715,4.992,109.954
184.982,159.580,117.754
17.095,144.070,90.750
103.750,36.692,55.061
163.022,16.017,103.966
182.815,115.868,96.369
64.298,77.445,28.590
3.369,23.695,109.081
155.916,157.115,94.081
135.046,20.673,82.689
35.814,157.265,86.361
63.605,56.535,42.613
41.297,35.171,73.327
21.231,95.154,68.944
82.537,164.309,74.677
76.916,136.065,47.878
44.963,140.608,67.731
-4.813,1.354,129.787
2.996,35.997,102.388
2.091,24.542,109.590
115.137,1.163,92.333
15.726,137.406,88.096
35.214,21.447,87.747
175.365,178.124,122.701
144.582,182.001,106.980
175.547,182.274,125.838
135.004,180.195,100.804
42.451,95.642,47.864
60.466,15.022,80.582
175.267,58.389,90.956
35.069,119.175,62.180
98.736,64.838,26.645
18.206,155.333,97.055
160.466,95.022,70.662
97.710,115.555,26.695
-3.089,183.932,132.229
104.562,77.953,18.916
55.070,0.834,95.761
139.879,64.999,55.812
19.033,84.906,71.132
119.539,84.979,29.982
104.063,142.914,54.752
44.400,102.374,47.230
18.795,175.147,110.982
159.562,164.981,102.289
141.201,135.147,68.274
95.060,139.225,49.483
57.778,95.521,32.673
42.957,104.032,49.072
-4.927,119.147,99.282
158.433,44.748,82.059
55.246,81.548,35.750
58.559,75.212,34.730
77.222,135.843,47.582
-4.439,77.698,95.219
4.897,181.010,124.586
164.850,-1.218,118.011
4.272,37.402,100.564
123.068,143.948,63.283
21.109,95.124,69.063
144.960,39.367,74.744
178.073,135.386,99.094
1.510,164.767,115.830
36.192,176.760,102.078
63.233,16.186,78.515
4.974,159.487,109.792
143.992,123.011,63.297
0.506,15.026,116.737
178.933,144.885,104.519
122.212,164.484,81.155
142.734,104.186,54.626
175.692,122.537,91.677
137.909,64.542,54.271
15.120,-1.088,117.907
44.516,22.145,81.681
35.078,99.122,55.656
-5.000,20.043,117.966
145.000,-0.006,105.493
144.291,97.433,54.815
35.349,58.164,63.233
156.134,96.829,66.504
164.960,39.368,90.475
22.818,175.870,109.013
17.618,75.604,73.783
76.112,83.143,15.474
155.935,177.088,109.241
163.182,156.143,98.654
182.501,-4.329,132.131
115.010,139.688,55.632
95.714,37.426,52.890
116.103,163.133,77.655
123.390,156.325,74.260
124.965,-0.591,97.115
60.199,35.004,62.546
120.556,115.031,39.511
104.015,182.980,94.029
4.100,22.862,109.012
139.031,35.095,73.626
75.337,138.197,50.369
35.104,181.017,106.277
160.666,135.045,83.815
44.915,20.916,82.487
104.840,98.743,17.238
163.444,96.375,73.738
59.741,-4.993,99.694
177.090,44.066,98.479
84.458,182.264,92.425
104.441,22.297,69.234
39.149,-4.927,107.684
35.749,2.632,102.834
76.569,36.363,55.292
176.125,-3.160,126.887
-4.997,140.183,107.419
116.868,123.897,43.262
55.757,97.355,35.005
96.378,-3.447,93.670
35.185,-1.347,106.525
104.987,100.364,18.234
155.613,17.602,97.721
75.440,22.051,69.492
161.998,64.583,76.371
140.285,4.992,98.780
161.529,124.760,79.543
15.133,81.145,75.371
178.930,55.116,95.546
38.864,75.131,53.237
62.940,44.044,53.325
164.996,139.797,90.036
15.293,121.687,81.131
4.966,180.582,124.226
120.363,84.987,30.793
124.210,22.698,75.509
102.326,115.574,28.394
37.628,24.402,83.932
115.934,2.910,90.878
4.980,99.557,85.536
77.872,35.476,55.857
16.001,143.002,91.005
124.488,82.204,35.377
5.000,180.049,123.815
135.254,178.425,99.338
35.122,161.097,89.799
135.265,1.606,99.321
103.245,16.196,74.990
75.336,41.803,50.377
43.968,83.043,46.538
15.497,77.828,75.474
17.668,115.577,76.702
99.676,-4.990,95.487
2.317,184.431,128.847
63.896,136.866,53.633
35.176,38.686,75.081
39.654,124.988,61.292
17.409,104.276,73.963
15.019,40.431,89.872
36.166,176.790,102.118
55.914,122.882,47.345
64.299,22.553,72.175
75.227,58.509,34.779
96.010,103.014,14.339
2.811,35.865,102.615
121.906,135.378,55.479
115.204,178.587,92.104
117.867,55.478,44.380
162.654,64.237,77.105
124.999,160.110,78.365
124.902,120.983,46.682
43.954,56.939,56.673
35.327,178.221,103.775
82.821,15.872,74.477
181.457,164.783,118.151
144.989,139.668,74.110
55.016,99.599,36.258
42.900,164.073,87.766
82.122,55.472,35.415
163.885,43.147,87.506
182.746,144.179,107.425
115.460,117.905,37.784
44.738,38.402,68.628
2.298,35.559,103.212
-3.186,116.146,96.766
17.811,164.496,103.719
60.196,155.004,71.500
124.411,37.646,62.664
83.604,96.534,9.128
76.991,36.007,55.538
16.592,123.658,80.739
82.986,144.010,54.458
21.317,164.823,101.552
162.677,-4.223,119.010
156.787,-3.831,115.187
104.828,101.302,18.656
177.107,75.922,88.256
76.636,183.699,94.641
63.407,36.341,59.883
99.529,44.978,46.027
136.972,163.979,87.638
42.801,64.142,53.804
64.505,177.831,91.447
176.052,123.068,92.202
164.720,161.649,103.532
99.466,175.029,85.552
118.160,64.649,37.906
38.202,-4.665,107.905
160.171,55.003,78.432
19.810,164.996,102.703
102.720,-4.196,95.057
163.507,96.436,73.806
115.531,122.243,41.136
141.826,135.345,68.875
143.868,36.832,75.703
75.821,42.745,49.335
37.723,124.451,62.591
157.846,115.488,72.492
56.696,16.247,80.920
176.932,136.052,98.391
137.754,124.467,58.906
-3.975,83.033,94.215
103.920,176.896,88.003
79.179,135.068,46.341
122.099,35.462,63.296
175.365,78.126,86.205
23.587,176.516,109.054
163.114,3.912,112.961
140.942,175.090,99.179
162.835,104.118,74.208
137.028,24.021,81.038
24.399,102.376,66.739
137.529,124.347,58.653
22.758,35.829,86.336
76.573,-3.641,94.600
159.811,104.996,71.420
155.155,181.235,112.119
16.724,56.223,80.671
95.004,39.794,50.461
159.336,175.044,109.736
35.699,142.550,75.549
60.749,75.056,32.833
43.203,143.840,71.320
175.988,182.984,126.659
44.694,178.277,99.213
58.851,164.866,81.077
177.743,155.538,109.530
24.678,38.236,83.333
-2.855,44.104,103.564
78.543,164.783,75.649
144.583,-2.000,106.986
155.005,39.767,82.170
15.745,17.374,103.856
40.461,4.979,98.395
144.899,181.002,106.285
-2.922,95.943,93.094
-4.873,-1.118,131.532
158.490,155.233,94.596
55.191,78.631,36.602
83.619,123.450,34.046
57.367,24.250,73.398
59.208,164.937,81.006
175.063,0.790,123.280
43.681,76.616,48.198
163.051,156.039,98.487
104.796,78.588,18.703
63.062,83.952,27.591
37.039,24.029,84.591
36.832,3.868,101.214
95.179,121.325,31.750
102.966,35.974,55.568
136.340,23.406,81.144
24.999,19.915,95.578
83.534,-3.537,93.762
119.016,144.902,62.103
84.779,138.528,48.803
182.624,175.744,126.230
184.246,102.640,95.108
63.997,123.004,42.003
156.051,3.067,109.193
115.084,0.914,92.559
135.134,18.850,84.271
177.251,175.824,122.397
82.451,95.642,9.407
115.018,180.420,93.818
2.380,95.603,87.780
183.550,3.521,127.414
-2.042,155.436,112.915
82.761,135.832,46.393
99.976,155.000,65.760
95.031,100.557,11.699
164.150,37.212,91.038
24.045,77.061,67.195
24.868,1.139,110.166
79.187,144.933,55.980
24.617,21.919,94.382
-4.761,1.528,129.631
44.151,117.213,53.299
84.476,157.773,67.992
116.073,-3.096,96.686
124.978,179.528,96.121
163.023,176.018,112.843
-3.589,3.481,127.443
184.748,-1.568,131.780
144.834,1.278,104.312
104.623,158.095,69.647
57.608,44.391,55.934
139.673,115.011,55.629
95.731,177.397,87.582
75.588,177.648,88.818
22.385,4.394,109.079
164.613,38.071,90.922
182.130,84.524,92.311
-2.546,55.697,98.683
95.075,39.135,51.123
124.375,37.579,62.700
102.719,164.196,75.278
122.202,175.511,91.377
98.330,44.713,46.054
19.174,164.931,103.091
57.235,155.834,73.525
-2.327,84.425,92.478
-4.908,20.953,117.355
-0.239,64.994,93.623
15.029,100.539,75.689
123.883,103.149,36.361
58.565,135.210,55.051
182.706,184.205,132.180
4.604,38.049,99.944
55.957,177.058,93.467
98.805,84.855,10.216
156.845,143.879,85.868
80.333,124.989,36.291
135.010,60.309,53.938
82.797,164.144,74.488
137.550,-4.359,105.674
157.337,84.232,67.602
75.469,77.886,18.907
56.031,36.959,62.979
115.484,97.855,26.683
175.202,118.594,89.888
44.421,77.665,47.202
64.069,157.094,71.920
40.255,164.994,89.979
84.022,22.970,67.298
76.875,143.903,55.470
1.997,95.416,88.151
143.257,163.794,91.012
119.612,44.985,53.895
18.313,-4.707,118.771
104.566,42.038,50.134
36.968,76.024,54.826
15.926,142.898,91.006
117.920,115.453,37.792
181.738,115.312,95.183
96.523,16.407,73.887
115.024,59.509,39.460
176.289,163.351,113.264
20.515,144.973,88.584
158.017,115.410,72.624
-4.020,102.973,94.892
75.075,140.863,52.999
-0.034,155.000,111.029
144.368,-2.434,107.250
84.640,158.138,68.343
81.187,184.857,95.260
60.104,164.999,80.727
135.362,98.133,46.102
161.043,124.890,79.163
22.999,15.999,99.817
75.533,137.754,49.888
184.763,18.480,118.740
3.742,63.317,90.275
79.335,155.044,65.906
100.201,175.004,85.612
178.726,144.835,104.317
63.144,76.112,30.220
98.545,124.784,35.819
64.965,40.587,55.388
104.658,1.818,89.399
136.599,3.665,98.120
4.489,142.202,100.168
84.910,160.943,71.120
83.716,116.655,27.378
77.477,84.316,13.738
76.640,3.703,87.326
124.748,-1.567,97.949
-1.347,144.815,106.514
157.847,84.513,68.087
-0.617,64.962,93.996
138.343,84.717,48.649
4.505,137.830,97.947
39.550,15.020,90.365
178.529,155.221,109.972
84.160,37.226,53.098
44.994,40.240,67.085
97.511,-4.336,94.640
35.141,161.178,89.852
2.972,4.021,122.326
97.745,135.537,46.191
57.674,95.574,32.784
95.464,137.896,48.205
155.524,182.228,113.142
122.480,-4.342,99.786
84.832,18.713,71.476
1.328,84.820,88.805
181.254,84.840,91.419
59.848,64.998,39.158
104.798,161.408,72.925
18.462,24.758,96.810
77.184,155.868,67.096
59.107,175.080,90.506
184.015,122.979,99.648
1.248,115.158,92.230
-4.032,62.957,97.827
163.616,156.547,99.247
101.971,95.405,13.150
97.672,155.575,66.021
15.189,141.363,90.728
155.529,177.761,109.534
78.565,124.790,36.611
58.327,124.712,46.975
144.993,20.269,88.821
44.990,80.322,46.022
176.351,-3.418,127.230
123.980,183.027,99.041
15.294,-1.689,118.262
164.936,59.201,81.037
115.333,38.205,57.670
64.526,102.125,28.194
-0.466,44.978,101.035
136.893,123.918,57.887
99.336,124.956,36.182
176.389,-3.458,127.285
175.300,-1.705,125.258
121.803,75.336,35.039
139.574,95.018,49.845
78.208,115.332,27.931
116.425,36.504,59.678
178.805,95.145,88.972
15.770,182.666,118.717
84.681,98.242,9.796
63.742,-3.316,96.938
139.076,75.086,51.311
75.678,82.514,16.146
-1.472,175.222,125.004
58.480,104.763,34.788
24.835,181.275,112.136
141.508,15.233,90.806
104.000,97.000,15.668
162.307,4.436,112.039
155.003,19.838,95.660
76.886,76.088,19.109
56.375,116.557,42.831
175.361,121.864,91.130
37.376,75.744,54.504
-0.548,-4.970,131.208
35.412,78.013,55.872
104.689,178.263,89.476
104.805,81.382,17.148
17.994,104.580,73.449
35.636,162.441,90.557
-4.835,121.273,99.840
183.408,163.659,118.969
4.954,79.326,85.695
144.927,60.854,62.199
20.555,135.031,82.749
39.548,4.980,98.857
95.340,98.188,9.782
64.929,60.839,38.447
164.876,1.108,116.240
0.147,184.998,130.745
160.340,184.988,118.205
35.581,177.660,103.165
44.419,157.661,81.569
76.550,176.381,87.415
183.885,156.852,115.267
137.629,75.598,49.777
75.409,38.018,53.989
164.407,97.639,74.816
56.309,103.373,36.230
55.516,142.213,62.559
99.847,44.998,46.075
95.366,58.123,32.332
143.280,23.774,85.012
137.659,115.582,54.105
42.667,44.229,65.833
-3.217,163.828,118.895
78.284,64.696,27.880
-3.988,123.016,99.600
40.240,115.006,55.671
41.758,75.319,50.410
184.329,62.502,98.274
44.748,141.568,68.593
41.644,104.722,50.529
84.272,162.598,72.818
104.853,78.797,18.621
15.280,38.352,90.820
155.011,19.668,95.791
163.832,63.212,78.560
184.364,62.440,98.325
0.763,15.059,116.520
135.180,98.669,46.022
156.966,116.026,71.861
157.529,-4.347,116.037
84.887,158.942,69.126
43.136,183.894,104.928
82.615,24.261,66.154
96.096,123.124,33.680
76.038,3.050,88.065
163.578,163.493,104.005
184.996,19.792,118.142
80.399,104.984,17.783
57.647,84.412,32.815
15.019,159.566,102.266
15.016,19.604,102.840
119.721,164.992,80.670
43.998,183.003,103.746
115.035,0.590,92.857
138.640,24.811,81.349
57.898,35.463,63.277
115.037,179.394,92.835
104.594,181.975,93.124
184.945,0.742,130.329
97.598,35.615,54.920
179.759,64.994,93.196
63.782,156.730,71.685
116.250,123.307,42.416
104.553,102.066,18.916
95.262,61.597,28.893
97.352,55.759,35.029
103.844,36.802,54.978
24.092,157.126,94.058
20.352,115.012,73.984
84.967,159.428,69.605
57.896,175.464,91.285
75.168,98.713,17.184
80.300,164.991,75.610
42.657,35.764,71.983
4.621,141.909,99.903
155.061,0.777,110.439
64.844,178.762,92.249
1.470,95.221,88.666
175.086,79.078,85.802
80.162,95.003,11.018
41.749,175.316,98.003
155.287,58.331,72.581
115.006,160.253,74.573
3.347,143.715,101.934
84.258,157.379,67.618
159.488,144.974,88.616
104.678,61.766,31.833
-2.910,135.934,103.626
42.647,24.242,81.026
122.725,175.808,91.839
95.773,182.670,92.847
65.000,139.980,55.872
84.923,19.128,71.057
55.782,137.316,58.378
60.038,-5.000,99.611
115.214,21.448,73.052
84.976,119.510,29.928
24.986,-0.376,111.324
64.523,2.131,91.486
96.390,176.540,86.773
61.277,124.834,45.135
183.085,63.935,96.684
96.509,83.580,9.158
78.630,144.809,55.968
75.965,162.953,74.283
143.661,96.595,54.083
175.080,139.109,98.250
143.263,143.789,75.708
120.984,104.902,34.396
122.678,55.777,47.334
120.667,144.955,62.939
4.947,140.726,99.013
1.068,15.115,116.249
155.114,1.060,110.241
35.042,180.644,105.991
-4.210,57.303,99.707
121.019,44.895,54.755
179.696,84.991,89.854
35.000,180.016,105.476
35.509,42.198,72.475
75.010,60.319,33.246
184.697,18.286,118.804
80.001,5.000,85.588
4.317,82.523,85.991
160.296,184.991,118.181
75.951,117.067,30.484
164.620,101.912,75.582
75.494,42.167,49.982
142.983,64.013,59.031
75.443,142.057,54.046
102.146,184.516,95.292
137.457,-4.305,105.584
35.178,78.678,55.962
24.795,118.581,71.176
20.007,105.000,71.563
20.782,144.938,88.354
62.791,175.852,90.051
62.670,84.227,27.916
143.694,36.630,75.721
121.180,4.859,90.681
43.908,76.882,47.905
104.932,-0.820,92.046
-3.702,103.360,94.631
78.264,155.311,66.350
35.377,141.905,75.335
155.331,138.212,81.207
62.805,24.139,71.251
4.710,121.677,90.964
59.759,104.994,33.736
144.033,102.956,55.581
59.872,175.002,90.173
136.905,143.927,71.481
23.751,-3.306,114.426
84.246,82.641,9.333
182.843,175.887,126.488
175.757,17.355,112.406
176.701,63.757,90.604
117.393,24.267,71.223
22.707,115.796,72.050
144.716,78.338,55.963
56.084,176.891,93.265
45.000,79.971,46.087
63.956,43.057,53.678
21.239,155.156,94.712
75.903,177.134,88.261
15.507,182.194,118.514
184.130,97.181,94.421
-0.276,164.992,117.345
95.234,21.511,68.694
115.043,99.342,26.745
117.548,104.358,31.080
135.294,161.689,84.805
42.239,155.529,81.074
115.112,41.051,55.027
19.522,24.977,95.880
117.794,-4.487,98.499
84.776,1.479,88.677
185.000,79.956,95.548
64.954,99.323,26.707
104.222,22.679,68.815
62.275,75.548,31.251
3.824,136.779,98.036
39.374,155.039,82.406
155.550,117.720,71.186
117.418,135.718,53.316
124.484,17.787,80.035
78.600,124.800,36.610
76.339,136.594,48.547
35.008,120.282,62.760
80.102,184.999,95.508
102.552,44.299,47.402
36.248,43.305,71.190
56.840,103.875,35.927
-3.472,143.598,107.731
76.516,183.586,94.546
176.547,43.616,98.211
41.524,75.238,50.658
17.094,104.069,74.232
179.199,175.065,123.268
178.021,164.592,115.388
55.851,142.791,62.860
95.914,-2.882,93.076
4.777,141.477,99.546
61.730,84.691,28.747
95.096,140.975,51.227
35.007,79.739,55.925
24.079,37.108,84.505
96.845,56.121,34.571
176.656,43.717,98.259
156.805,103.846,68.242
2.863,115.901,90.886
56.236,163.291,80.683
-0.317,155.010,111.264
157.327,-4.225,115.821
141.937,164.609,90.914
84.917,180.910,91.047
184.525,2.126,129.078
-3.986,176.982,128.043
75.182,181.337,92.524
75.236,101.518,18.708
104.430,142.318,54.272
44.428,2.323,98.808
98.918,44.882,45.999
125.000,100.024,36.424
160.888,24.920,96.248
175.302,161.711,111.452
102.797,135.856,47.609
180.821,135.068,101.403
61.372,184.808,99.027
4.996,179.810,123.643
44.978,100.470,46.205
140.672,4.955,99.010
55.857,157.200,75.365
4.245,77.359,86.664
24.280,37.415,84.156
64.436,17.692,76.691
121.012,104.896,34.419
82.062,135.445,46.126
181.219,64.849,94.642
61.714,44.697,53.402
61.411,-4.797,99.012
96.855,3.887,86.390
104.416,62.345,31.199
61.825,15.345,79.792
22.748,-4.177,115.717
136.100,76.871,47.952
155.086,60.925,71.303
143.400,103.666,55.138
15.318,141.754,90.845
144.571,62.027,61.341
35.893,142.852,75.621
119.216,135.062,53.711
36.635,-3.698,107.824
95.195,118.616,29.083
144.550,-2.073,107.032
39.377,175.039,98.953
4.964,120.603,90.357
138.457,4.756,98.067
44.890,158.955,82.386
2.443,175.637,122.459
98.332,4.713,85.698
164.745,38.424,90.830
61.247,4.842,89.879
140.531,135.028,67.694
175.390,158.064,109.210
175.029,59.460,90.366
99.995,145.000,55.900
164.452,22.276,100.662
84.931,40.830,49.433
37.938,104.555,54.039
44.951,60.701,53.726
-3.194,63.847,96.777
182.624,184.256,132.159
155.065,80.802,65.730
142.657,184.236,107.955
64.423,122.331,41.210
164.987,120.357,80.915
-2.070,75.449,93.195
143.867,103.170,55.470
15.033,20.577,102.163
80.448,115.020,26.771
61.527,164.761,79.990
177.584,15.622,114.921
21.173,135.140,82.291
141.155,135.135,68.231
155.032,120.564,71.871
82.685,75.782,15.985
83.596,83.474,9.133
95.111,121.050,31.467
144.055,177.075,102.495
135.318,-1.755,102.347
175.005,100.227,85.636
4.430,102.319,86.434
44.238,117.347,53.293
20.946,75.090,70.628
4.572,162.025,111.722
139.479,144.973,73.970
84.878,38.902,51.356
103.750,23.307,68.103
184.994,20.236,117.877
177.067,155.951,109.237
75.000,-0.035,91.277
103.217,103.828,19.138
44.306,37.458,69.623
175.116,38.929,99.280
38.152,164.646,90.872
76.586,56.347,36.225
62.621,135.742,53.297
44.980,-0.441,101.022
176.297,63.360,90.334
43.568,23.503,81.096
103.983,36.977,54.844
104.891,118.963,32.572
63.649,83.418,27.144
142.702,64.207,58.693
4.954,59.321,90.394
138.222,164.673,88.897
117.883,155.470,71.164
95.373,138.105,48.403
35.768,182.662,107.353
184.968,40.561,107.084
83.274,56.221,34.443
159.397,84.964,69.598
-4.966,159.420,117.617
62.404,24.384,71.179
155.168,58.714,72.308
142.337,15.580,90.995
180.022,145.000,105.507
-3.780,-3.272,132.256
83.767,-3.287,93.498
156.118,163.151,98.613
144.744,98.420,55.405
58.842,15.136,81.086
157.340,184.234,115.829
61.998,-4.584,98.640
99.808,64.996,26.869
44.361,162.446,85.610
181.709,55.301,98.072
84.431,142.317,52.607
22.451,144.358,86.687
184.013,102.983,94.923
115.124,178.895,92.379
16.821,36.141,90.850
140.864,115.075,56.724
139.226,15.060,89.675
115.064,160.795,75.103
63.454,96.385,27.284
155.371,141.890,83.474
157.375,155.744,94.147
104.653,158.170,69.728
164.252,22.631,100.275
-2.979,135.984,103.710
62.246,164.467,79.461
98.047,-4.603,94.950
157.269,55.812,75.476
175.233,41.510,98.079
40.892,44.920,66.651
2.483,135.660,98.694
77.875,164.526,75.499
84.650,141.838,52.107
21.760,164.680,101.147
164.995,180.231,117.337
181.966,124.597,98.274
37.032,84.024,53.286
158.245,164.682,101.177
4.186,17.266,112.479
141.717,-4.696,107.910
19.714,95.008,70.445
142.012,175.423,100.017
16.923,3.941,112.891
155.050,120.707,71.948
117.546,184.356,98.297
22.168,124.505,76.085
100.554,55.031,36.536
3.624,116.555,90.347
155.737,157.388,94.150
-4.926,40.856,106.879
177.055,155.959,109.233
184.187,77.267,95.062
100.593,75.035,18.348
103.888,3.144,87.966
118.216,55.329,44.716
164.715,1.663,115.711
182.703,155.794,113.691
64.491,177.803,91.425
160.154,-4.998,118.108
118.648,144.814,61.854
36.750,-3.800,107.855
183.955,103.059,94.876
98.137,155.360,65.863
4.936,160.800,110.657
184.108,137.149,105.273
58.896,184.877,99.836
0.286,155.008,110.774
175.480,157.863,109.155
184.201,57.289,99.738
97.068,184.050,94.313
184.446,122.287,99.829
